p,n_labeled,k,degree,noise_std,setting,method,fdr_mean,fdr_std,tpr_mean,tpr_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,n_selected_mean,n_true_positives_mean,n_false_positives_mean,n_false_negatives_mean,r_squared_mean,elapsed_mean,peak_memory_mean,n_completed
5,200,2,2,0.5,supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,10.532040458333313,0.4843727747599284,3
5,200,2,2,0.5,supervised,poly_lasso,0.4777777777777777,0.10999438818457406,1.0,0.0,0.5222222222222221,0.10999438818457405,1.0,0.0,0.6793650793650795,0.09374490831894222,0.6666666666666666,0.1360827634879543,5.666666666666667,2.0,2.0,0.0,-87.86942072713582,0.0467166640000111,0.006256103515625,3
5,200,2,2,0.5,supervised,poly_omp,0.6,0.0,1.0,0.0,0.4000000000000001,5.551115123125783e-17,1.0,0.0,0.5714285714285715,0.0,0.5,0.0,20.0,2.0,3.0,0.0,-148.83413456448682,0.0010364450000110992,0.0062408447265625,3
5,200,2,2,0.5,supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9694766644996428,0.3067730326666454,0.4700489044189453,3
5,200,2,2,0.5,supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9694916265761471,0.2286421386666575,0.4662453333536784,3
5,200,2,2,0.5,supervised,sparse_poly_stlsq,0.3666666666666667,0.26246692913372704,0.8333333333333334,0.23570226039551584,0.6333333333333333,0.26246692913372704,0.8333333333333334,0.23570226039551584,0.6349206349206349,0.044895668646764864,0.6388888888888888,0.10393492741038726,11.333333333333334,1.6666666666666667,1.6666666666666667,0.3333333333333333,-136.33635472319068,0.00046739866667167007,0.00628662109375,3
5,200,2,2,0.5,semi_supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,11.470044561999998,0.5227762858072916,3
5,200,2,2,0.5,semi_supervised,poly_lasso,0.3111111111111111,0.2454524670486058,1.0,0.0,0.6888888888888888,0.2454524670486058,1.0,0.0,0.7904761904761907,0.17509310772238315,0.7777777777777777,0.20786985482077452,5.333333333333333,2.0,1.3333333333333333,0.0,-86.13757312572307,0.04412699433333955,0.0062255859375,3
5,200,2,2,0.5,semi_supervised,poly_omp,0.6,0.0,1.0,0.0,0.4000000000000001,5.551115123125783e-17,1.0,0.0,0.5714285714285715,0.0,0.5,0.0,20.0,2.0,3.0,0.0,-1205.888761312998,0.0010505336666900196,0.0062408447265625,3
5,200,2,2,0.5,semi_supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9677482019139482,0.3572380730000191,0.4699261983235677,3
